07:40:17:429;Target;73,81686;-0,05150747;3,310843;12,17693
07:40:21:260;Target;75,19669;0,07270512;3,108431;12,17693
07:40:24:083;Target;68,15012;0,1520115;3,274953;12,17693
07:41:23:663;Target;75,33945;0,1189106;3,108984;12,17693
07:41:26:105;Target;64,91944;-0,04283586;2,706523;12,17693
07:41:28:662;Target;81,1971;-0,08958372;3,042527;12,17693
07:41:31:963;Target;75,87749;0,1516743;3,118664;12,17693
07:41:34:483;Target;70,62618;0,02815966;2,930931;12,17693
07:41:37:517;Target;69,01818;-0,08715307;2,896613;12,17693
07:41:40:237;Target;79,28643;0,01738346;3,017625;12,17693
07:41:42:897;Target;65,14637;0,1164983;3,258488;12,17693
